ACCIDENT_NO,SEVERITY,SPEED_ZONE,Region,Order1,Order2,Order3,Order
T20180003690,Minor,70 km/hr,Metro,1,,,1
T20180003691,Minor,50 km/hr,Metro,1,,,1
T20180003692,Minor,60 km/hr,Metro,1,,,1
T20180003693,Minor,80 km/hr,Metro,1,,,1
T20180003696,Minor,Not known,Metro,1,,,1
T20180003699,Minor,50 km/hr,Metro,1,,,1
T20180003702,Serious,70 km/hr,Country,,2,,2
T20180003703,Minor,60 km/hr,Metro,1,,,1
T20180003707,Minor,100 km/hr,Country,1,,,1
T20180003711,Minor,Not known,Metro,1,,,1
T20180003712,Minor,40 km/hr,Country,1,,,1
T20180003713,Minor,Not known,Country,1,,,1
T20180003716,Minor,60 km/hr,Metro,1,,,1
T20180002356,Minor,60 km/hr,Metro,1,,,1
T20180002359,Minor,60 km/hr,Country,1,,,1
T20180002363,Minor,60 km/hr,Metro,1,,,1
T20180002365,Minor,60 km/hr,Metro,1,,,1
T20180002367,Minor,80 km/hr,Metro,1,,,1
T20180002370,Serious,60 km/hr,Metro,,2,,2
T20180002371,Minor,80 km/hr,Metro,1,,,1
T20180002373,Minor,50 km/hr,Metro,1,,,1
T20180002374,Minor,60 km/hr,Metro,1,,,1
T20180002376,Minor,100 km/hr,Country,1,,,1
T20180002379,Serious,60 km/hr,Metro,,2,,2
T20180002380,Minor,60 km/hr,Metro,1,,,1
T20180002381,Serious,100 km/hr,Country,,2,,2
T20180002835,Minor,100 km/hr,Country,1,,,1
T20180002837,Serious,50 km/hr,Metro,,2,,2
T20180002838,Minor,60 km/hr,Metro,1,,,1
T20180002839,Minor,40 km/hr,Metro,1,,,1
T20180002842,Minor,50 km/hr,Metro,1,,,1
T20180002844,Minor,80 km/hr,Metro,1,,,1
T20180002845,Minor,60 km/hr,Metro,1,,,1
T20180002846,Minor,60 km/hr,Country,1,,,1
T20180002850,Minor,50 km/hr,Metro,1,,,1
T20180002854,Minor,60 km/hr,Metro,1,,,1
T20180002857,Minor,50 km/hr,Metro,1,,,1
T20180002858,Minor,60 km/hr,Metro,1,,,1
T20180002865,Minor,Not known,Country,1,,,1
T20180003269,Minor,50 km/hr,Metro,1,,,1
T20180003270,Minor,50 km/hr,Country,1,,,1
T20180003275,Minor,50 km/hr,Metro,1,,,1
T20180003276,Minor,100 km/hr,Country,1,,,1
T20180003277,Minor,Not known,Metro,1,,,1
T20180003279,Minor,50 km/hr,Country,1,,,1
T20180003280,Serious,100 km/hr,Country,,2,,2
T20180003283,Minor,60 km/hr,Metro,1,,,1
T20180003284,Minor,70 km/hr,Metro,1,,,1
T20180003285,Serious,60 km/hr,Metro,,2,,2
T20180003287,Minor,60 km/hr,Country,1,,,1
T20180003288,Minor,40 km/hr,Metro,1,,,1
T20180003289,Minor,50 km/hr,Metro,1,,,1
T20180003717,Minor,50 km/hr,Country,1,,,1
T20180003718,Serious,40 km/hr,Country,,2,,2
T20180003719,Minor,50 km/hr,Metro,1,,,1
T20180003720,Minor,Not known,Metro,1,,,1
T20180003725,Serious,60 km/hr,Metro,,2,,2
T20180003727,Minor,60 km/hr,Metro,1,,,1
T20180003728,Minor,100 km/hr,Country,1,,,1
T20180003730,Serious,50 km/hr,Metro,,2,,2
T20180003731,Minor,70 km/hr,Metro,1,,,1
T20180003733,Minor,Not known,Metro,1,,,1
T20180003734,Minor,50 km/hr,Metro,1,,,1
T20180003735,Serious,80 km/hr,Country,,2,,2
T20180003736,Minor,100 km/hr,Metro,1,,,1
T20180002385,Minor,70 km/hr,Metro,1,,,1
T20180002386,Serious,Not known,Metro,,2,,2
T20180002388,Serious,50 km/hr,Country,,2,,2
T20180002389,Serious,100 km/hr,Metro,,2,,2
T20180002393,Minor,60 km/hr,Metro,1,,,1
T20180002394,Serious,60 km/hr,Metro,,2,,2
T20180002395,Serious,100 km/hr,Country,,2,,2
T20180002396,Serious,100 km/hr,Country,,2,,2
T20180002398,Minor,80 km/hr,Country,1,,,1
T20180002399,Minor,80 km/hr,Metro,1,,,1
T20180002401,Minor,Not known,Metro,1,,,1
T20180002403,Minor,60 km/hr,Country,1,,,1
T20180002407,Serious,40 km/hr,Country,,2,,2
T20180002867,Serious,60 km/hr,Country,,2,,2
T20180002868,Serious,40 km/hr,Metro,,2,,2
T20180002869,Serious,60 km/hr,Metro,,2,,2
T20180002870,Minor,60 km/hr,Metro,1,,,1
T20180002873,Serious,60 km/hr,Metro,,2,,2
T20180002876,Serious,100 km/hr,Country,,2,,2
T20180002881,Minor,60 km/hr,Metro,1,,,1
T20180002882,Serious,60 km/hr,Metro,,2,,2
T20180002883,Minor,60 km/hr,Metro,1,,,1
T20180002887,Serious,60 km/hr,Metro,,2,,2
T20180002889,Minor,50 km/hr,Metro,1,,,1
T20180002891,Serious,50 km/hr,Country,,2,,2
T20180002892,Minor,100 km/hr,Country,1,,,1
T20180003290,Serious,80 km/hr,Metro,,2,,2
T20180003291,Serious,70 km/hr,Metro,,2,,2
T20180003295,Minor,60 km/hr,Metro,1,,,1
T20180003297,Minor,Not known,Metro,1,,,1
T20180003299,Minor,60 km/hr,Country,1,,,1
T20180003302,Serious,60 km/hr,Metro,,2,,2
T20180003305,Minor,40 km/hr,Metro,1,,,1
T20180003310,Serious,100 km/hr,Metro,,2,,2
T20180003319,Minor,60 km/hr,Country,1,,,1
T20180003322,Minor,60 km/hr,Metro,1,,,1
T20180003324,Serious,80 km/hr,Metro,,2,,2
T20180003327,Minor,50 km/hr,Metro,1,,,1
T20180003328,Minor,60 km/hr,Metro,1,,,1
T20180003737,Serious,100 km/hr,Country,,2,,2
T20180003739,Minor,60 km/hr,Country,1,,,1
T20180003740,Minor,50 km/hr,Metro,1,,,1
T20180003742,Minor,40 km/hr,Country,1,,,1
T20180003744,Minor,60 km/hr,Country,1,,,1
T20180003746,Serious,50 km/hr,Metro,,2,,2
T20180003747,Minor,100 km/hr,Country,1,,,1
T20180003749,Minor,40 km/hr,Metro,1,,,1
T20180003750,Minor,40 km/hr,Country,1,,,1
T20180003751,Minor,80 km/hr,Metro,1,,,1
T20180003752,Minor,50 km/hr,Metro,1,,,1
T20180003753,Fatal,60 km/hr,Metro,,,3,3
T20180003755,Minor,80 km/hr,Metro,1,,,1
T20180002415,Minor,60 km/hr,Metro,1,,,1
T20180002420,Minor,100 km/hr,Country,1,,,1
T20180002421,Minor,60 km/hr,Metro,1,,,1
T20180002423,Minor,60 km/hr,Metro,1,,,1
T20180002424,Minor,40 km/hr,Country,1,,,1
T20180002427,Serious,100 km/hr,Country,,2,,2
T20180002428,Minor,80 km/hr,Metro,1,,,1
T20180002432,Serious,100 km/hr,Country,,2,,2
T20180002434,Minor,80 km/hr,Metro,1,,,1
T20180002436,Serious,60 km/hr,Metro,,2,,2
T20180002443,Serious,60 km/hr,Metro,,2,,2
T20180002445,Minor,80 km/hr,Metro,1,,,1
T20180002446,Serious,80 km/hr,Metro,,2,,2
T20180002894,Minor,60 km/hr,Metro,1,,,1
T20180002896,Minor,50 km/hr,Metro,1,,,1
T20180002901,Minor,50 km/hr,Metro,1,,,1
T20180002904,Minor,80 km/hr,Country,1,,,1
T20180002905,Serious,70 km/hr,Metro,,2,,2
T20180002906,Minor,60 km/hr,Metro,1,,,1
T20180002907,Minor,60 km/hr,Metro,1,,,1
T20180002908,Minor,40 km/hr,Metro,1,,,1
T20180002910,Minor,Not known,Metro,1,,,1
T20180002911,Minor,70 km/hr,Country,1,,,1
T20180002916,Serious,60 km/hr,Metro,,2,,2
T20180002918,Serious,50 km/hr,Metro,,2,,2
T20180002919,Minor,60 km/hr,Metro,1,,,1
T20180003333,Minor,80 km/hr,Metro,1,,,1
T20180003336,Minor,60 km/hr,Metro,1,,,1
T20180003337,Serious,60 km/hr,Metro,,2,,2
T20180003338,Serious,60 km/hr,Metro,,2,,2
T20180003339,Minor,40 km/hr,Metro,1,,,1
T20180003340,Minor,100 km/hr,Country,1,,,1
T20180003341,Minor,100 km/hr,Country,1,,,1
T20180003342,Minor,80 km/hr,Country,1,,,1
T20180003345,Serious,80 km/hr,Metro,,2,,2
T20180003346,Minor,60 km/hr,Metro,1,,,1
T20180003347,Fatal,100 km/hr,Metro,,,3,3
T20180003352,Minor,40 km/hr,Metro,1,,,1
T20180003353,Minor,80 km/hr,Country,1,,,1
T20180003756,Minor,60 km/hr,Metro,1,,,1
T20180003760,Serious,50 km/hr,Metro,,2,,2
T20180003761,Minor,60 km/hr,Country,1,,,1
T20180003767,Minor,Not known,Metro,1,,,1
T20180003769,Serious,60 km/hr,Country,,2,,2
T20180003770,Minor,70 km/hr,Metro,1,,,1
T20180003771,Minor,50 km/hr,Metro,1,,,1
T20180003772,Minor,80 km/hr,Metro,1,,,1
T20180003773,Serious,60 km/hr,Metro,,2,,2
T20180003776,Serious,60 km/hr,Metro,,2,,2
T20180003779,Serious,100 km/hr,Country,,2,,2
T20180003780,Minor,60 km/hr,Country,1,,,1
T20180003781,Minor,40 km/hr,Country,1,,,1
T20180002449,Serious,40 km/hr,Metro,,2,,2
T20180002450,Minor,70 km/hr,Metro,1,,,1
T20180002451,Serious,80 km/hr,Metro,,2,,2
T20180002455,Serious,100 km/hr,Country,,2,,2
T20180002456,Minor,100 km/hr,Country,1,,,1
T20180002461,Serious,100 km/hr,Country,,2,,2
T20180002462,Minor,60 km/hr,Metro,1,,,1
T20180002465,Serious,80 km/hr,Metro,,2,,2
T20180002469,Minor,60 km/hr,Metro,1,,,1
T20180002472,Minor,80 km/hr,Country,1,,,1
T20180002475,Serious,100 km/hr,Country,,2,,2
T20180002477,Serious,100 km/hr,Country,,2,,2
T20180002479,Minor,Not known,Metro,1,,,1
T20180002921,Minor,80 km/hr,Metro,1,,,1
T20180002925,Fatal,80 km/hr,Metro,,,3,3
T20180002926,Minor,60 km/hr,Metro,1,,,1
T20180002928,Minor,60 km/hr,Metro,1,,,1
T20180002929,Minor,70 km/hr,Metro,1,,,1
T20180002930,Fatal,40 km/hr,Country,,,3,3
T20180002931,Serious,70 km/hr,Metro,,2,,2
T20180002937,Minor,40 km/hr,Metro,1,,,1
T20180002942,Serious,60 km/hr,Metro,,2,,2
T20180002943,Minor,100 km/hr,Country,1,,,1
T20180002947,Minor,50 km/hr,Country,1,,,1
T20180002949,Minor,50 km/hr,Metro,1,,,1
T20180002951,Serious,50 km/hr,Metro,,2,,2
T20180003355,Serious,100 km/hr,Country,,2,,2
T20180003356,Minor,80 km/hr,Metro,1,,,1
T20180003357,Serious,100 km/hr,Country,,2,,2
T20180003358,Serious,60 km/hr,Metro,,2,,2
T20180003359,Minor,60 km/hr,Metro,1,,,1
T20180003361,Minor,60 km/hr,Metro,1,,,1
T20180003363,Minor,40 km/hr,Country,1,,,1
T20180003365,Minor,100 km/hr,Country,1,,,1
T20180003366,Serious,80 km/hr,Metro,,2,,2
T20180003367,Minor,100 km/hr,Metro,1,,,1
T20180003371,Minor,40 km/hr,Metro,1,,,1
T20180003372,Serious,60 km/hr,Metro,,2,,2
T20180003374,Serious,110 km/hr,Country,,2,,2
T20180002083,Minor,40 km/hr,Metro,1,,,1
T20180002084,Serious,80 km/hr,Metro,,2,,2
T20180002085,Minor,100 km/hr,Country,1,,,1
T20180002086,Minor,80 km/hr,Metro,1,,,1
T20180002087,Minor,60 km/hr,Country,1,,,1
T20180002089,Minor,40 km/hr,Metro,1,,,1
T20180002096,Minor,40 km/hr,Metro,1,,,1
T20180002098,Serious,80 km/hr,Metro,,2,,2
T20180002099,Serious,60 km/hr,Metro,,2,,2
T20180002100,Minor,70 km/hr,Metro,1,,,1
T20180002104,Minor,80 km/hr,Metro,1,,,1
T20180002106,Serious,60 km/hr,Metro,,2,,2
T20180002108,Serious,100 km/hr,Country,,2,,2
T20180002480,Minor,60 km/hr,Metro,1,,,1
T20180002483,Minor,60 km/hr,Metro,1,,,1
T20180002488,Minor,80 km/hr,Metro,1,,,1
T20180002489,Minor,80 km/hr,Country,1,,,1
T20180002495,Minor,60 km/hr,Metro,1,,,1
T20180002497,Serious,100 km/hr,Country,,2,,2
T20180002498,Minor,50 km/hr,Metro,1,,,1
T20180002502,Serious,Not known,Country,,2,,2
T20180002508,Minor,40 km/hr,Metro,1,,,1
T20180002509,Minor,60 km/hr,Metro,1,,,1
T20180002511,Minor,60 km/hr,Metro,1,,,1
T20180002512,Minor,50 km/hr,Metro,1,,,1
T20180002513,Minor,50 km/hr,Metro,1,,,1
T20180002953,Minor,60 km/hr,Metro,1,,,1
T20180002955,Minor,60 km/hr,Metro,1,,,1
T20180002959,Minor,100 km/hr,Country,1,,,1
T20180002961,Minor,60 km/hr,Metro,1,,,1
T20180002962,Minor,60 km/hr,Metro,1,,,1
T20180002964,Minor,60 km/hr,Metro,1,,,1
T20180002966,Minor,100 km/hr,Country,1,,,1
T20180002970,Serious,60 km/hr,Metro,,2,,2
T20180002971,Minor,100 km/hr,Country,1,,,1
T20180002972,Serious,40 km/hr,Metro,,2,,2
T20180002973,Minor,60 km/hr,Metro,1,,,1
T20180002974,Serious,70 km/hr,Metro,,2,,2
T20180002982,Serious,100 km/hr,Country,,2,,2
T20180003382,Serious,100 km/hr,Country,,2,,2
T20180003389,Serious,80 km/hr,Metro,,2,,2
T20180003390,Minor,60 km/hr,Metro,1,,,1
T20180003393,Minor,60 km/hr,Metro,1,,,1
T20180003397,Minor,70 km/hr,Metro,1,,,1
T20180003398,Serious,80 km/hr,Metro,,2,,2
T20180003400,Minor,60 km/hr,Country,1,,,1
T20180003402,Minor,40 km/hr,Metro,1,,,1
T20180003403,Minor,50 km/hr,Country,1,,,1
T20180003404,Minor,60 km/hr,Country,1,,,1
T20180003406,Serious,50 km/hr,Metro,,2,,2
T20180003408,Minor,80 km/hr,Country,1,,,1
T20180003410,Serious,100 km/hr,Country,,2,,2
T20180002110,Serious,50 km/hr,Metro,,2,,2
T20180002111,Minor,50 km/hr,Metro,1,,,1
T20180002113,Minor,50 km/hr,Metro,1,,,1
T20180002114,Minor,80 km/hr,Metro,1,,,1
T20180002115,Serious,110 km/hr,Country,,2,,2
T20180002116,Minor,60 km/hr,Metro,1,,,1
T20180002118,Serious,50 km/hr,Metro,,2,,2
T20180002119,Serious,60 km/hr,Metro,,2,,2
T20180002120,Minor,60 km/hr,Metro,1,,,1
T20180002121,Minor,60 km/hr,Country,1,,,1
T20180002124,Minor,60 km/hr,Metro,1,,,1
T20180002127,Minor,Not known,Country,1,,,1
T20180002128,Serious,60 km/hr,Metro,,2,,2
T20180002516,Serious,50 km/hr,Metro,,2,,2
T20180002517,Serious,40 km/hr,Metro,,2,,2
T20180002518,Minor,50 km/hr,Metro,1,,,1
T20180002519,Minor,50 km/hr,Metro,1,,,1
T20180002521,Minor,100 km/hr,Metro,1,,,1
T20180002522,Minor,60 km/hr,Metro,1,,,1
T20180002523,Minor,60 km/hr,Country,1,,,1
T20180002526,Serious,60 km/hr,Metro,,2,,2
T20180002529,Serious,100 km/hr,Country,,2,,2
T20180002530,Minor,100 km/hr,Metro,1,,,1
T20180002534,Minor,50 km/hr,Country,1,,,1
T20180002536,Minor,60 km/hr,Metro,1,,,1
T20180002537,Minor,40 km/hr,Metro,1,,,1
T20180002983,Minor,80 km/hr,Metro,1,,,1
T20180002984,Minor,60 km/hr,Metro,1,,,1
T20180002987,Fatal,80 km/hr,Metro,,,3,3
T20180002988,Minor,50 km/hr,Country,1,,,1
T20180002989,Serious,100 km/hr,Country,,2,,2
T20180002990,Minor,80 km/hr,Metro,1,,,1
T20180002992,Serious,60 km/hr,Country,,2,,2
T20180002994,Serious,100 km/hr,Metro,,2,,2
T20180002995,Minor,80 km/hr,Metro,1,,,1
T20180002999,Minor,30 km/hr,Country,1,,,1
T20180003001,Minor,60 km/hr,Metro,1,,,1
T20180003002,Minor,80 km/hr,Metro,1,,,1
T20180003006,Minor,70 km/hr,Metro,1,,,1
T20180003411,Minor,50 km/hr,Metro,1,,,1
T20180003412,Minor,Off road,Metro,1,,,1
T20180003413,Minor,60 km/hr,Metro,1,,,1
T20180003415,Minor,40 km/hr,Metro,1,,,1
T20180003416,Minor,60 km/hr,Metro,1,,,1
T20180003418,Minor,60 km/hr,Metro,1,,,1
T20180003420,Minor,70 km/hr,Metro,1,,,1
T20180003424,Minor,40 km/hr,Metro,1,,,1
T20180003425,Minor,50 km/hr,Metro,1,,,1
T20180003429,Minor,50 km/hr,Country,1,,,1
T20180003432,Fatal,40 km/hr,Metro,,,3,3
T20180003435,Minor,50 km/hr,Country,1,,,1
T20180003436,Minor,70 km/hr,Metro,1,,,1
T20180002129,Fatal,80 km/hr,Country,,,3,3
T20180002131,Serious,100 km/hr,Country,,2,,2
T20180002133,Serious,80 km/hr,Country,,2,,2
T20180002136,Minor,80 km/hr,Country,1,,,1
T20180002137,Serious,100 km/hr,Country,,2,,2
T20180002138,Minor,70 km/hr,Metro,1,,,1
T20180002139,Minor,50 km/hr,Metro,1,,,1
T20180002143,Minor,Not known,Metro,1,,,1
T20180002144,Minor,80 km/hr,Country,1,,,1
T20180002147,Minor,50 km/hr,Country,1,,,1
T20180002148,Minor,80 km/hr,Metro,1,,,1
T20180002149,Minor,60 km/hr,Metro,1,,,1
T20180002150,Minor,60 km/hr,Metro,1,,,1
T20180002540,Minor,80 km/hr,Metro,1,,,1
T20180002541,Serious,60 km/hr,Metro,,2,,2
T20180002544,Minor,70 km/hr,Country,1,,,1
T20180002547,Serious,50 km/hr,Country,,2,,2
T20180002549,Minor,50 km/hr,Metro,1,,,1
T20180002551,Minor,60 km/hr,Metro,1,,,1
T20180002553,Minor,40 km/hr,Metro,1,,,1
T20180002555,Minor,80 km/hr,Metro,1,,,1
T20180002557,Serious,60 km/hr,Metro,,2,,2
T20180002560,Serious,100 km/hr,Country,,2,,2
T20180002561,Serious,60 km/hr,Metro,,2,,2
T20180002562,Minor,60 km/hr,Country,1,,,1
T20180002563,Serious,50 km/hr,Country,,2,,2
T20180003008,Minor,60 km/hr,Country,1,,,1
T20180003010,Minor,80 km/hr,Country,1,,,1
T20180003013,Minor,60 km/hr,Metro,1,,,1
T20180003014,Minor,60 km/hr,Metro,1,,,1
T20180003015,Minor,Not known,Metro,1,,,1
T20180003016,Minor,100 km/hr,Country,1,,,1
T20180003019,Serious,100 km/hr,Country,,2,,2
T20180003021,Minor,40 km/hr,Metro,1,,,1
T20180003023,Minor,60 km/hr,Country,1,,,1
T20180003024,Minor,70 km/hr,Metro,1,,,1
T20180003025,Serious,80 km/hr,Metro,,2,,2
T20180003026,Minor,70 km/hr,Country,1,,,1
T20180003028,Minor,40 km/hr,Metro,1,,,1
T20180003439,Serious,80 km/hr,Metro,,2,,2
T20180003441,Minor,40 km/hr,Metro,1,,,1
T20180003444,Serious,100 km/hr,Country,,2,,2
T20180003445,Minor,Not known,Metro,1,,,1
T20180003446,Minor,70 km/hr,Metro,1,,,1
T20180003449,Minor,50 km/hr,Metro,1,,,1
T20180003453,Fatal,80 km/hr,Country,,,3,3
T20180003460,Minor,50 km/hr,Metro,1,,,1
T20180003465,Minor,110 km/hr,Country,1,,,1
T20180003468,Serious,80 km/hr,Metro,,2,,2
T20180003469,Minor,60 km/hr,Metro,1,,,1
T20180003473,Minor,100 km/hr,Country,1,,,1
T20180003474,Serious,100 km/hr,Country,,2,,2
T20180002151,Serious,100 km/hr,Metro,,2,,2
T20180002152,Serious,60 km/hr,Country,,2,,2
T20180002153,Minor,60 km/hr,Metro,1,,,1
T20180002155,Minor,60 km/hr,Metro,1,,,1
T20180002158,Minor,60 km/hr,Metro,1,,,1
T20180002159,Minor,80 km/hr,Metro,1,,,1
T20180002161,Minor,40 km/hr,Metro,1,,,1
T20180002162,Minor,100 km/hr,Metro,1,,,1
T20180002164,Minor,100 km/hr,Country,1,,,1
T20180002165,Minor,60 km/hr,Metro,1,,,1
T20180002166,Serious,60 km/hr,Metro,,2,,2
T20180002168,Serious,80 km/hr,Metro,,2,,2
T20180002169,Serious,100 km/hr,Country,,2,,2
T20180002565,Minor,100 km/hr,Metro,1,,,1
T20180002567,Serious,Off road,Country,,2,,2
T20180002569,Serious,100 km/hr,Country,,2,,2
T20180002571,Minor,60 km/hr,Metro,1,,,1
T20180002574,Serious,80 km/hr,Metro,,2,,2
T20180002575,Minor,70 km/hr,Metro,1,,,1
T20180002576,Serious,100 km/hr,Country,,2,,2
T20180002580,Serious,100 km/hr,Country,,2,,2
T20180002582,Minor,100 km/hr,Country,1,,,1
T20180002584,Minor,100 km/hr,Country,1,,,1
T20180002586,Minor,60 km/hr,Metro,1,,,1
T20180002588,Serious,50 km/hr,Metro,,2,,2
T20180002594,Minor,60 km/hr,Metro,1,,,1
T20180003035,Minor,60 km/hr,Country,1,,,1
T20180003036,Minor,100 km/hr,Metro,1,,,1
T20180003037,Minor,60 km/hr,Metro,1,,,1
T20180003038,Minor,100 km/hr,Country,1,,,1
T20180003039,Minor,100 km/hr,Country,1,,,1
T20180003040,Serious,Not known,Country,,2,,2
T20180003044,Minor,40 km/hr,Metro,1,,,1
T20180003049,Serious,60 km/hr,Country,,2,,2
T20180003051,Minor,70 km/hr,Metro,1,,,1
T20180003052,Minor,80 km/hr,Metro,1,,,1
T20180003053,Minor,50 km/hr,Metro,1,,,1
T20180003054,Minor,80 km/hr,Metro,1,,,1
T20180003058,Minor,40 km/hr,Metro,1,,,1
T20180003475,Minor,100 km/hr,Metro,1,,,1
T20180003477,Minor,Not known,Metro,1,,,1
T20180003479,Serious,80 km/hr,Metro,,2,,2
T20180003483,Minor,60 km/hr,Metro,1,,,1
T20180003485,Minor,100 km/hr,Metro,1,,,1
T20180003486,Serious,40 km/hr,Metro,,2,,2
T20180003492,Minor,100 km/hr,Country,1,,,1
T20180003493,Minor,Other speed limit,Metro,1,,,1
T20180003494,Minor,50 km/hr,Metro,1,,,1
T20180003495,Serious,100 km/hr,Metro,,2,,2
T20180003497,Serious,80 km/hr,Country,,2,,2
T20180003499,Minor,50 km/hr,Metro,1,,,1
T20180003501,Minor,80 km/hr,Metro,1,,,1
T20180002172,Minor,40 km/hr,Metro,1,,,1
T20180002173,Serious,100 km/hr,Country,,2,,2
T20180002177,Minor,50 km/hr,Country,1,,,1
T20180002180,Minor,50 km/hr,Metro,1,,,1
T20180002182,Minor,40 km/hr,Country,1,,,1
T20180002184,Minor,50 km/hr,Metro,1,,,1
T20180002185,Minor,60 km/hr,Metro,1,,,1
T20180002186,Minor,80 km/hr,Metro,1,,,1
T20180002187,Minor,50 km/hr,Metro,1,,,1
T20180002188,Minor,60 km/hr,Metro,1,,,1
T20180002190,Serious,50 km/hr,Metro,,2,,2
T20180002193,Minor,70 km/hr,Metro,1,,,1
T20180002195,Minor,40 km/hr,Metro,1,,,1
T20180002603,Minor,60 km/hr,Metro,1,,,1
T20180002605,Serious,100 km/hr,Country,,2,,2
T20180002608,Minor,60 km/hr,Metro,1,,,1
T20180002617,Minor,50 km/hr,Metro,1,,,1
T20180002620,Minor,40 km/hr,Metro,1,,,1
T20180002622,Serious,60 km/hr,Metro,,2,,2
T20180002623,Minor,40 km/hr,Metro,1,,,1
T20180002624,Minor,100 km/hr,Country,1,,,1
T20180002626,Minor,70 km/hr,Country,1,,,1
T20180002632,Minor,80 km/hr,Metro,1,,,1
T20180002634,Minor,60 km/hr,Metro,1,,,1
T20180002635,Minor,50 km/hr,Country,1,,,1
T20180002636,Serious,100 km/hr,Country,,2,,2
T20180003061,Minor,100 km/hr,Metro,1,,,1
T20180003062,Serious,40 km/hr,Metro,,2,,2
T20180003063,Minor,40 km/hr,Country,1,,,1
T20180003064,Minor,60 km/hr,Country,1,,,1
T20180003066,Minor,60 km/hr,Metro,1,,,1
T20180003067,Minor,80 km/hr,Metro,1,,,1
T20180003069,Minor,80 km/hr,Metro,1,,,1
T20180003070,Minor,50 km/hr,Metro,1,,,1
T20180003072,Minor,60 km/hr,Metro,1,,,1
T20180003075,Serious,50 km/hr,Metro,,2,,2
T20180003076,Serious,60 km/hr,Country,,2,,2
T20180003077,Minor,100 km/hr,Country,1,,,1
T20180003079,Serious,100 km/hr,Country,,2,,2
T20180003506,Minor,60 km/hr,Metro,1,,,1
T20180003509,Minor,70 km/hr,Country,1,,,1
T20180003510,Serious,60 km/hr,Metro,,2,,2
T20180003512,Minor,50 km/hr,Metro,1,,,1
T20180003514,Minor,100 km/hr,Metro,1,,,1
T20180003516,Minor,100 km/hr,Country,1,,,1
T20180003517,Minor,70 km/hr,Metro,1,,,1
T20180003518,Serious,80 km/hr,Country,,2,,2
T20180003519,Minor,60 km/hr,Metro,1,,,1
T20180003521,Minor,60 km/hr,Country,1,,,1
T20180003526,Minor,60 km/hr,Metro,1,,,1
T20180003528,Minor,80 km/hr,Metro,1,,,1
T20180003532,Serious,50 km/hr,Country,,2,,2
T20180002197,Minor,60 km/hr,Metro,1,,,1
T20180002203,Minor,50 km/hr,Metro,1,,,1
T20180002204,Serious,70 km/hr,Metro,,2,,2
T20180002208,Serious,100 km/hr,Metro,,2,,2
T20180002210,Minor,80 km/hr,Metro,1,,,1
T20180002212,Minor,80 km/hr,Metro,1,,,1
T20180002216,Serious,80 km/hr,Metro,,2,,2
T20180002219,Minor,50 km/hr,Country,1,,,1
T20180002220,Minor,60 km/hr,Metro,1,,,1
T20180002221,Minor,Not known,Country,1,,,1
T20180002225,Minor,60 km/hr,Metro,1,,,1
T20180002226,Minor,60 km/hr,Metro,1,,,1
T20180002230,Minor,60 km/hr,Country,1,,,1
T20180002637,Minor,40 km/hr,Metro,1,,,1
T20180002638,Minor,70 km/hr,Metro,1,,,1
T20180002639,Serious,40 km/hr,Metro,,2,,2
T20180002640,Minor,80 km/hr,Metro,1,,,1
T20180002641,Minor,50 km/hr,Metro,1,,,1
T20180002644,Minor,80 km/hr,Metro,1,,,1
T20180002645,Minor,80 km/hr,Metro,1,,,1
T20180002649,Minor,60 km/hr,Metro,1,,,1
T20180002652,Minor,60 km/hr,Country,1,,,1
T20180002653,Minor,80 km/hr,Metro,1,,,1
T20180002654,Fatal,80 km/hr,Country,,,3,3
T20180002655,Minor,50 km/hr,Metro,1,,,1
T20180002656,Serious,100 km/hr,Country,,2,,2
T20180003081,Minor,60 km/hr,Metro,1,,,1
T20180003084,Minor,Not known,Metro,1,,,1
T20180003089,Serious,60 km/hr,Metro,,2,,2
T20180003090,Minor,50 km/hr,Country,1,,,1
T20180003091,Minor,100 km/hr,Country,1,,,1
T20180003094,Minor,100 km/hr,Country,1,,,1
T20180003095,Serious,80 km/hr,Metro,,2,,2
T20180003096,Serious,40 km/hr,Metro,,2,,2
T20180003099,Fatal,60 km/hr,Country,,,3,3
T20180003101,Serious,60 km/hr,Metro,,2,,2
T20180003102,Minor,60 km/hr,Metro,1,,,1
T20180003103,Serious,50 km/hr,Country,,2,,2
T20180003105,Minor,40 km/hr,Metro,1,,,1
T20180003533,Serious,60 km/hr,Metro,,2,,2
T20180003534,Serious,100 km/hr,Country,,2,,2
T20180003535,Serious,60 km/hr,Metro,,2,,2
T20180003536,Serious,50 km/hr,Country,,2,,2
T20180003537,Minor,80 km/hr,Metro,1,,,1
T20180003539,Minor,80 km/hr,Metro,1,,,1
T20180003540,Serious,60 km/hr,Metro,,2,,2
T20180003543,Minor,50 km/hr,Metro,1,,,1
T20180003545,Serious,80 km/hr,Metro,,2,,2
T20180003546,Minor,80 km/hr,Metro,1,,,1
T20180003547,Minor,60 km/hr,Metro,1,,,1
T20180003548,Serious,80 km/hr,Metro,,2,,2
T20180003549,Serious,50 km/hr,Country,,2,,2
T20180002234,Serious,100 km/hr,Country,,2,,2
T20180002237,Minor,50 km/hr,Metro,1,,,1
T20180002241,Minor,80 km/hr,Metro,1,,,1
T20180002242,Minor,60 km/hr,Metro,1,,,1
T20180002243,Minor,50 km/hr,Metro,1,,,1
